Job Title,Company,Salary,Location
[HỘI SỞ] - CHUYÊN VIÊN CHÍNH SÁCH NHÂN SỰ (HRIS - PHỤ TRÁCH QUẢN TRỊ DỮ LIỆU NHÂN SỰ) - TT. QUẢN TRỊ NGUỒN NHÂN LỰC,Ngân Hàng TMCP Sài Gòn Thương Tín (Sacombank),Lương: Cạnh Tranh,Hồ Chí Minh
.Net/C#/Asp.Net/C++ Developer,LacViet Computing Corporation,Lương: 15 Tr - 28 Tr VND,Hồ Chí Minh
Kỹ thuật IT,Công Ty Cổ Phần A25 Hotel,Lương: 15 Tr - 26 Tr VND,"Hà Nội
Hồ Chí Minh"
Business Analyst (Data),CÔNG TY TNHH CÔNG NGHỆ B2B,Lương: Cạnh Tranh,Hồ Chí Minh
"Lập Trình Viên Java (Einvoice, Econtract, CA)",Công Ty Cổ Phần Giải Pháp Thanh Toán Việt Nam (VNPAY),Lương: Cạnh Tranh,Hà Nội
Nhân Viên Chứng Nhận,Công ty cổ phần sản xuất và xuất khẩu Quế hồi Việt Nam,Lương: 8 Tr - 10 Tr VND,Hà Nội
CVC/CVCC Phân Tích Nghiệp Vụ (Business Analyst),CÔNG TY CỔ PHẦN CHỨNG KHOÁN ASEAN,Lương: Cạnh Tranh,Hà Nội
Nhân viên kỹ thuật máy tính,Công Ty TNHH Sơn Seamaster Việt Nam,Lương: 9 Tr - 12 Tr VND,Bình Dương
Route To Market,Cty Cổ Phần Thực Phẩm Á Châu,Lương: Cạnh Tranh,Hồ Chí Minh
Senior Data Scientist - Hà Nội - TA139,Ngân Hàng TMCP Việt Nam Thịnh Vượng - VPBANK,Lương: Cạnh Tranh,Hà Nội
NHÂN VIÊN THỦ KHO,CÔNG TY CỔ PHẦN GIẢI PHÁP CÔNG NGHỆ HQG,Lương: 9 Tr - 13 Tr VND,Hồ Chí Minh
(PM) Quản trị dự án,Công Ty Quản Lý Nợ Và Khai Thác Tài Sản - Ngân Hàng TMCP Quân Đội,Lương: 15 Tr - 35 Tr VND,Hà Nội
PRODUCT MANAGER,HR Vietnam’s ESS Client,Lương: Cạnh Tranh,Hồ Chí Minh
Chuyên viên IT,Công ty Cổ phần thực phẩm và đồ uống Barett,Lương: 15 Tr - 18 Tr VND,Hà Nội
Chuyên viên cao cấp quản lý tuân thủ (CNTT),Công Ty Cổ Phần Tập Đoàn Đầu Tư Địa Ốc No Va,Lương: Cạnh Tranh,Hồ Chí Minh
ERP Engineer,CÔNG TY TNHH WGR INDUSTRIES,Lương: Cạnh Tranh,Bình Định
Kỹ sư Quản trị Cơ sở dữ liệu - DBA,Tổng Công ty Cổ phần Công trình Viettel,Lương: 20 Tr - 30 Tr VND,Hà Nội
Trưởng Phòng Quản Trị Rủi Ro,Công ty Cổ phần Tập đoàn Meey Land,Lương: 30 Tr - 45 Tr VND,Hà Nội
(Techlead) Chuyên gia/Trưởng phòng phát triển phần mềm,Công Ty Quản Lý Nợ Và Khai Thác Tài Sản - Ngân Hàng TMCP Quân Đội,"Lương: 1,500 - 2,000 USD",Hà Nội
[I1] TRƯỞNG NHÓM HỖ TRỢ KỸ THUẬT HN,BellSystem24 Việt Nam,Lương: 14 Tr - 15 Tr VND,Hà Nội
Lập trình viên Java (2 năm kn trở lên),Tổng Công ty Cổ phần Công trình Viettel,Lương: 22 Tr - 30 Tr VND,Hà Nội
Chuyên viên Hỗ trợ người dùng (ITHelpdesk),Ngân hàng Thương mại cổ phần Đông Nam Á (SeABank),Lương: Cạnh tranh,Hà Nội
Trưởng nhóm Lập trình Java (từ 3 năm kinh nghiệm),Tổng Công ty Cổ phần Công trình Viettel,Lương: 28 Tr - 32 Tr VND,Hà Nội
Chuyên Viên Phát Triển Giải Pháp Phần Mềm (Senior Salesforce Developer),OMN1 Solution,Lương: Cạnh tranh,Hồ Chí Minh
CVCC Phân tích kinh doanh - Mảng Thu hồi nợ - Hà Nội - TA139,Ngân Hàng TMCP Việt Nam Thịnh Vượng - VPBANK,Lương: Cạnh tranh,Hà Nội
Senior Business Intelligence Analyst - Collection - Hà Nội - TA139,Ngân Hàng TMCP Việt Nam Thịnh Vượng - VPBANK,Lương: Cạnh tranh,Hà Nội
Nhân viên hạ tầng và phần cứng,Công Ty Cổ Phần Tân Vĩnh Cửu (Tavico group),Lương: Cạnh tranh,Đồng Nai
Chuyên viên quản trị và an ninh mạng,Công Ty Cổ Phần Tân Vĩnh Cửu (Tavico group),Lương: Cạnh tranh,Đồng Nai
Chuyên viên Phân tích Nghiệp vụ (Business Analyst),KDI EDUCATION,Lương: 16 Tr - 18 Tr VND,Hồ Chí Minh
Chuyên viên Phát triển phần mềm fullstack,Ngân Hàng Thương Mại Cổ Phần Bảo Việt,Lương: Cạnh tranh,Hà Nội
Chuyên viên Phát triển Ứng dụng (java) - Làm việc tại TSC Hà Đông (Hà Nội),Ngân hàng TMCP Việt Á – VietABank,Lương: Cạnh tranh,Hà Nội
Senior Low-Code Developer,Công Ty CP Vàng Bạc Đá Quý Phú Nhuận - PNJ,Lương: Cạnh tranh,Hồ Chí Minh
Giám đốc Kinh doanh,Tập Đoàn Karofi Holding,Lương: Trên 35 Tr VND,Hà Nội
CVCC Phân tích nghiệp vụ và hệ thống dữ liệu - Hà Nội - TA139,Ngân Hàng TMCP Việt Nam Thịnh Vượng - VPBANK,Lương: Cạnh tranh,Hà Nội
Business Intelligence,CÔNG TY TNHH MTV CHẾ TÁC VÀ KINH DOANH TRANG SỨC PNJ,Lương: 18 Tr - 25 Tr VND,Hồ Chí Minh
Trưởng bộ phận giải pháp phần mềm,EuP Group,Lương: 30 Tr - 40 Tr VND,Hà Nội
Lập trình POS - Odoo - Python,Công ty Cổ phần CANIFA,Lương: 12 Tr - 20 Tr VND,Hà Nội
Chuyên Viên Quản Trị Hệ Thống,CÔNG TY CỔ PHẦN CÔNG NGHIỆP WELDCOM,Lương: 15 Tr - 25 Tr VND,Hà Nội
Kỹ Sư Điện Nhẹ (CNTT),GTEL ICT,Lương: Cạnh Tranh,Hà Nội
Kỹ sư điện (HVAC),GTEL ICT,Lương: Cạnh Tranh,Hà Nội
Devops Engineer,GTEL ICT,Lương: Lên đến 30 Tr VND,Hà Nội
Java Developer (Senior),GTEL ICT,Lương: Cạnh Tranh,Hà Nội
AI Prompt Engineer,Công ty Cổ phần Mỹ phẩm Quốc tế Thùy Dung,Lương: 14 Tr - 16 Tr VND,Hồ Chí Minh
Head of Customer Success,CÔNG TY TNHH GALAXY DIGITAL HOLDINGS,Lương: Cạnh Tranh,Hồ Chí Minh
Kỹ sư hệ thống (VHHT),GTEL ICT,Lương: 17 Tr - 37 Tr VND,Hà Nội
CHUYÊN VIÊN PHÂN TÍCH THIẾT KẾ HỆ THỐNG,Công Ty CP Du lịch và Tiếp Thị GTVT Việt Nam- Vietravel,Lương: Cạnh Tranh,Hồ Chí Minh
Nhân viên Tester,Công Ty Cổ Phần Giải Pháp Thanh Toán Việt Nam (VNPAY),Lương: Cạnh Tranh,Hà Nội
Kỹ Sư Mạng & Bảo Mật,GTEL ICT,Lương: 17 Tr - 37 Tr VND,Hà Nội
Business Analyst (IT - Senior),GTEL ICT,Lương: Lên đến 30 Tr VND,Hà Nội
Nhân viên IT (IT Helpdesk),Công Ty Cổ Phần TEKCOM,Lương: Cạnh Tranh,Bình Dương
Chuyên viên cao cấp Quản trị dữ liệu - Mảng vận hành công cụ - HN - TA139,Ngân Hàng TMCP Việt Nam Thịnh Vượng - VPBANK,Lương: Cạnh Tranh,Hà Nội
CV chính/CVCC Data Scientist,CÔNG TY CỔ PHẦN CHỨNG KHOÁN ASEAN,Lương: Cạnh Tranh,Hà Nội
Chuyên Viên Vận Hành Hệ Thống Công Nghệ Thông Tin,CÔNG TY CỔ PHẦN CHỨNG KHOÁN ASEAN,Lương: Cạnh Tranh,Hà Nội
TRỢ LÝ GIÁM ĐỐC (PHÂN TÍCH & TỐI ƯU HÓA HIỆU SUẤT DỰ ÁN),Công ty Cổ phần Ứng dụng Công nghệ Logistics (LTA),Lương: Cạnh Tranh,Hồ Chí Minh
Chuyên Viên Thẩm Định Dự Án Công Nghệ Thông Tin,Tổng công ty Bưu điện Việt Nam,Lương: 15 Tr - 18 Tr VND,Hà Nội
Golang Developer Middle,CÔNG TY CỔ PHẦN SALE PLUS,Lương: 20 Tr - 25 Tr VND,Hà Nội
DevOps Engineer,CÔNG TY CỔ PHẦN SALE PLUS,Lương: 18 Tr - 25 Tr VND,Hà Nội
Chuyên viên Phân tích Nghiệp vụ (Business Analyst),CÔNG TY CỔ PHẦN SALE PLUS,Lương: 16 Tr - 18 Tr VND,Hà Nội
Senior Software Engineer,Công ty TNHH Viettel - CHT,Lương: Cạnh Tranh,Hà Nội
[Hồng Ngự] Chuyên viên IT,Công Ty Cổ Phần Vacxin Việt Nam,Lương: Cạnh Tranh,Đồng Tháp
[Nha Trang] Chuyên viên IT,Công Ty Cổ Phần Vacxin Việt Nam,Lương: Cạnh Tranh,Khánh Hòa
[Châu Đốc] Chuyên viên IT,Công Ty Cổ Phần Vacxin Việt Nam,Lương: Cạnh Tranh,An Giang
Product Development Solution,Công Ty Cổ Phần Kỹ Thuật Môi Trường Việt An,Lương: Cạnh Tranh,Hồ Chí Minh
Nhân viên kiểm thử phần mềm (Manual Test),Chương trình Học viện Công nghệ BKACAD,Lương: 12 Tr - 18 Tr VND,Hà Nội
Nhân viên Kỹ thuật,Công ty TNHH Kỹ thuật BENTA,Lương: 12 Tr - 17 Tr VND,Hà Nội
B2B Sales Executive/ Chuyên Viên Kinh Doanh B2B,CÔNG TY TNHH SOLID & SOFT,Lương: Cạnh tranh,"Hà Nội
Hồ Chí Minh
Đà Nẵng"
Media Search Analyst - Vietnamese (VN),TELUS Digital,Lương: Cạnh tranh,Hà Nội
Quản trị viên Kỹ thuật - Viện Victoria,Ngân hàng TMCP Phát triển TP.HCM (HDBank),Lương: 20 Tr - 30 Tr VND,Hồ Chí Minh
Trưởng nhóm Phân tích Nghiệp vụ (Business Analysis Lead) - Viện Victoria,Ngân hàng TMCP Phát triển TP.HCM (HDBank),Lương: 30 Tr - 45 Tr VND,Hồ Chí Minh
Cantavil - Chuyên Viên IT,Công Ty Cổ Phần Vacxin Việt Nam,Lương: Cạnh tranh,Hồ Chí Minh
Nhân viên IT Helpdesk,Công Ty CP Interlink,Lương: 10 Tr - 15 Tr VND,Hồ Chí Minh
Chuyên viên Phân tích Nghiệp vụ (Business Analyst),CÔNG TY CỔ PHẦN EPLUS RESEARCH,Lương: 30 Tr - 35 Tr VND,Hồ Chí Minh
"Data Engineer (SQL/NoSQL, AWS) - CRM",Công ty Cổ phần Chứng khoán DNSE,Lương: Cạnh tranh,Hà Nội
Kỹ sư cơ khí.,TECOTEC Technology,Lương: 8 Tr - 15 Tr VND,Hà Nội
"SRE - Site Reliability Engineer (DevOp,AWS)",Công ty Cổ phần Công nghệ UpBase,Lương: 18 Tr - 35 Tr VND,Hà Nội
Junior CloudOps / SysOps Unix & Linux,Teamwork Vietnam Ltd,Lương: 14 Tr - 25 Tr VND,Hồ Chí Minh
Data Scientist - AI Engineer,CÔNG TY TNHH SOCOTEC VIỆT NAM,Lương: 30 Tr - 55 Tr VND,Hà Nội
Kỹ sư Phân tích nghiệp vụ (Domain tài chính kế toán),Tổng Công ty Cổ phần Công trình Viettel,Lương: 20 Tr - 23 Tr VND,Hà Nội
Chuyên viên ERP,CÔNG TY CP NGUYÊN LIỆU Á CHÂU AIG,Lương: 500 - 800 USD,Long An
Flutter Developer,Công ty CP IIG Việt Nam,Lương: 21 Tr - 24 Tr VND,Hà Nội
Chuyên Viên Cao cấp Xây Dựng Mô Hình Rủi Ro- Hà Nội - TA084,Ngân Hàng TMCP Việt Nam Thịnh Vượng - VPBANK,Lương: Cạnh tranh,Hà Nội
IT Sales Executive,"CyberLogitec Vietnam Co., Ltd.",Lương: Cạnh tranh,Hồ Chí Minh
Trưởng phòng Sản xuất Thông minh (Intelligent Manufacturing Manager) - Tiếng Trung hoặc tiếng Anh,CÔNG TY TNHH ELECTRONIC TRIPOD VIỆT NAM (CHÂU ĐỨC),Lương: Cạnh tranh,Bà Rịa - Vũng Tàu
Trưởng phòng Công nghệ thông tin,Công Ty TNHH Thương Mại K&K Toàn Cầu,"Lương: 1,600 - 2,500 USD",Hà Nội
Thực Tập Sinh Lập Trình – Phát Triển Giải Pháp CRM,OMN1 Solution,Lương: Cạnh Tranh,Hồ Chí Minh
Senior AI Engineer - Hà Nội - TA139,Ngân Hàng TMCP Việt Nam Thịnh Vượng - VPBANK,Lương: Cạnh Tranh,Hà Nội
DevOps Engineer,CÔNG TY CỔ PHẦN INTEGRATED LOGISTICS VELA,Lương: Cạnh Tranh,Hồ Chí Minh
Nhân viên Lập trình - Coder,CÔNG TY TRÁCH NHIỆM HỮU HẠN TRUNG SƠN ALPHA (Hệ thống Nhà thuốc Trung Sơn),Lương: Cạnh Tranh,Cần Thơ
Nhân viên bảo trì (Nhà Hàng - Khách Sạn),CÔNG TY CỔ PHẦN SAIGON INDOCHINE CRUISE,Lương: 10 Tr - 12 Tr VND,Hồ Chí Minh
Trưởng Phòng Quản lý Tuân Thủ & Bảo Mật (CNTT),Công Ty Cổ Phần Tập Đoàn Đầu Tư Địa Ốc No Va,Lương: Cạnh Tranh,Hồ Chí Minh
Business Analyst kiêm Tester,Tổng Công ty Cổ phần Công trình Viettel,Lương: 20 Tr - 23 Tr VND,Hà Nội
CVCC Phân tích kinh doanh - Khối hỗ trợ - Hà Nội - TA139,Ngân Hàng TMCP Việt Nam Thịnh Vượng - VPBANK,Lương: Cạnh Tranh,Hà Nội
Senior Business Intelligence Analyst - Corporate Banking - Hà Nội - TA139,Ngân Hàng TMCP Việt Nam Thịnh Vượng - VPBANK,Lương: Cạnh Tranh,Hà Nội
CVCC Phân tích kinh doanh - KHDN - Hà Nội - TA139,Ngân Hàng TMCP Việt Nam Thịnh Vượng - VPBANK,Lương: Cạnh Tranh,Hà Nội
Nhân Viên Phân Tích Dữ Liệu - BI Analyst,CÔNG TY TRÁCH NHIỆM HỮU HẠN TRUNG SƠN ALPHA (Hệ thống Nhà thuốc Trung Sơn),Lương: Cạnh Tranh,Cần Thơ
Lập Trình Viên - App Mobile,CÔNG TY TRÁCH NHIỆM HỮU HẠN TRUNG SƠN ALPHA (Hệ thống Nhà thuốc Trung Sơn),Lương: Cạnh Tranh,Cần Thơ
Trợ Lý Vận Hành,CÔNG TY CỔ PHẦN ONEFIN VIỆT NAM,Lương: 15 Tr - 20 Tr VND,Hồ Chí Minh
Business Analyst,LacViet Computing Corporation,Lương: Cạnh Tranh,Hồ Chí Minh
Chuyên Viên Phòng Mô Hình Rủi Ro,NGÂN HÀNG TRÁCH NHIỆM HỮU HẠN MỘT THÀNH VIÊN VIỆT NAM HIỆN ĐẠI,Lương: Cạnh Tranh,Hà Nội
Senior Technical Writer,CÔNG TY TNHH GALAXY DIGITAL HOLDINGS,Lương: Cạnh Tranh,Hồ Chí Minh
Data Scientist,Công Ty Cổ Phần Giải Pháp Thanh Toán Việt Nam (VNPAY),Lương: Cạnh Tranh,Hà Nội
Nhân viên IT Helpdesk,Công ty cổ phần thương mại Bắc Sông Trà,Lương: 8 Tr - 10 Tr VND,Quảng Ngãi
Nhân Viên Presale Engineer,CÔNG TY CỔ PHẦN VIOT ENERGY EFFICIENCY PLATFORM,Lương: 12 Tr - 16 Tr VND,"Hồ Chí Minh
Đà Nẵng"
Nhân Viên Kinh Doanh,CÔNG TY CỔ PHẦN GIẢI PHÁP CÔNG NGHỆ HCTECH,Lương: Cạnh Tranh,"Bình Dương
Hà Nội
Đà Nẵng"
Nhân viên Phân tích nghiệp vụ( BA IT),Công ty Cổ phần đầu tư phát triển máy Việt Nam,Lương: 13 Tr - 20 Tr VND,Hà Nội
IT SUPPORT EXECUTIVE,Công Ty Cổ phần Tập Đoàn KIDO,Lương: Cạnh Tranh,Hồ Chí Minh
Chuyên viên Vận hành hệ thống,CÔNG TY CỔ PHẦN CÔNG NGHỆ 3S TOÀN CẦU,Lương: Cạnh Tranh,Hà Nội
(Hội sở- HCM - Khối QLRR) - Chuyên viên cao cấp Mô hình Quản lý rủi ro,Ngân hàng TMCP Phát triển TP.HCM (HDBank),Lương: 18 Tr - 24 Tr VND,Hồ Chí Minh
DevOps Engineer,CÔNG TY CỔ PHẦN KINH DOANH F88,Lương: 20 Tr - 35 Tr VND,Hà Nội
Embedded Engineer,TECOTEC Technology,Lương: 8 Tr - 15 Tr VND,Hà Nội
IT support,CÔNG TY TNHH NETMARKS VIỆT NAM,Lương: 9 Tr - 14 Tr VND,Hồ Chí Minh
Lập Trình Viên .Net/Golang,Công ty TNHH Microtec Việt Nam,Lương: Cạnh tranh,Hà Nội
Technical Support (TS) Engineer (Chinese Speaking),Bảo mật,Lương: 10 Tr - 60 Tr VND,Hà Nội
Nhân viên tư vấn/Sales Marketing Web (MỚI),Công ty TNHH TM DV Web Ideas,Lương: 9 Tr - 25 Tr VND,Hồ Chí Minh
Cộng tác viên Quản trị công nghệ thông tin (MỚI),NGÂN HÀNG TRÁCH NHIỆM HỮU HẠN MỘT THÀNH VIÊN VIỆT NAM HIỆN ĐẠI,Lương: 4 Tr - 6 Tr VND,Hà Nội
"Quantitative Trading Intern (Python, SQL)",Phu Hung Securities Corporation,"Lương: 2 Tr - 2,4 Tr VND",Hồ Chí Minh
Business Analyst Internship,Công ty TNHH Levinci,Lương: 1 Tr - 2 Tr VND,Hồ Chí Minh
DevOps Internship (Remote),Springer Capital,Lương: Cạnh tranh,Prey Veng
Nhân Viên Hỗ Trợ Kỹ Thuật ( IT Support- Fresher),NETNAM CORP.,Lương: 8 Tr - 12 Tr VND,Hồ Chí Minh
Nhân Viên Thu Thập Dữ Liệu Part-time Online,"Văn phòng đại diện Cazoodle, Inc tại thành phố Hà Nội",Lương: Cạnh tranh,Hà Nội
Thực tập sinh Back-end Developer (Backend Intern),Công ty Cổ phần Công nghệ UpBase,Lương: 3 Tr - 7 Tr VND,Hà Nội
Thực tập sinh IT,CT CP Tập Đoàn Thái Tuấn,Lương: Cạnh tranh,Hồ Chí Minh
Thực tập sinh Kinh doanh,Công ty CP Đầu Tư TM và Phát Triển Công Nghệ FSI,Lương: 2 Tr - 5 Tr VND,Hồ Chí Minh
IT support,CÔNG TY CỔ PHẦN DỊCH VỤ CẢNG THỊ VẢI,Lương: 10 Tr - 14 Tr VND,Bà Rịa - Vũng Tàu
PHP Developer Intern,Công ty TNHH Lửa Á Châu,Lương: 1 Tr - 2 Tr VND,Hồ Chí Minh
Nhân viên phân tích nghiệp vụ (Business Analyst),Công ty Cổ phần Giải pháp Công nghệ Bzisoft,Lương: 7 Tr - 15 Tr VND,Hà Nội
Intern Business Analyst,CÔNG TY TNHH CÔNG NGHỆ PHẦN MỀM DUDI,Lương: Cạnh tranh,Hồ Chí Minh
Fresher Business Analysis (Chuyển Đổi Số Quy Trình),Công ty Cổ phần Công nghệ UpBase,Lương: 8 Tr - 15 Tr VND,Hà Nội
Thực tập sinh Chăm sóc Khách hàng B2B (Customer Success),Công ty Cổ phần Công nghệ UpBase,Lương: 8 Tr - 20 Tr VND,Hà Nội
Thực tập sinh SEO&ASO,CÔNG TY CỔ PHẦN CÔNG NGHỆ RIVERNET VIỆT NAM,Lương: 2 Tr - 5 Tr VND,Hà Nội
Thực Tập Sinh QA,CÔNG TY CỔ PHẦN CÔNG NGHỆ FINVIET,Lương: Cạnh Tranh,Hồ Chí Minh
Backend Developer Intern (NodeJS/Java),Phu Hung Securities Corporation,"Lương: 2 Tr - 2,4 Tr VND",Hồ Chí Minh
"Thực tập sinh Developer ( Không trợ cấp, Hỗ trợ Mộc thực tập)",LacViet Computing Corporation,Lương: Cạnh Tranh,Hồ Chí Minh
AI Engineer Intern,Công ty TNHH Lửa Á Châu,Lương: 1 Tr - 2 Tr VND,Hồ Chí Minh
Thực tập sinh kinh doanh,Công ty TNHH TM DV Web Ideas,Lương: Trên 2 Tr VND,Hồ Chí Minh
Thực Tập Sinh SEO,CÔNG NGHỆ & TRUYỀN THÔNG FOOGLE,Lương: 2 Tr - 4 Tr VND,"Hồ Chí Minh
Thừa Thiên- Huế
Hà Nội"
Thực tập sinh Dev,Công ty TNHH TechVanguard,Lương: Cạnh Tranh,Hồ Chí Minh
Fresher Full-stack Developer (Mới ra trường),TMA Technology Group,Lương: Cạnh Tranh,Hồ Chí Minh
Thực Tập Sinh Công Nghệ Thông Tin,TMA Technology Group,Lương: Cạnh Tranh,Hồ Chí Minh
Fresher Automation Tester (Mới ra trường),TMA Technology Group,Lương: Cạnh Tranh,Hồ Chí Minh
Fresher Java Developer,TMA Technology Group,Lương: Cạnh Tranh,Hồ Chí Minh
Thực Tập Sinh IT App,CÔNG TY CỔ PHẦN ĐẦU TƯ BIT GROUP,Lương: Cạnh Tranh,Hồ Chí Minh
"Thực Tập Sinh .Net Developer ( ASP.NET , C#)",Công Ty TNHH W2solution Việt Nam,Lương: 3 Tr - 6 Tr VND,Hồ Chí Minh
Account Management Intern - Chuyển Đổi Số SaaS (Lark Suite),Công ty Cổ phần Công nghệ UpBase,Lương: 4 Tr - 10 Tr VND,Hà Nội
